County,State,Population,Per Capita Income,Poverty Count,Poverty Rate
Choctaw County,Oklahoma,14807,21277,4032,27.230364017018978
Cimarron County,Oklahoma,2174,29115,363,16.69733210671573
Cleveland County,Oklahoma,279274,31571,32098,11.493372100517771
Coal County,Oklahoma,5581,24055,1207,21.6269485755241
Comanche County,Oklahoma,121762,26449,17964,14.753371330957114
Cotton County,Oklahoma,5858,23564,1037,17.702287470126326
Craig County,Oklahoma,14390,21318,2503,17.39402362751911
Creek County,Oklahoma,71427,26044,10555,14.777325101152226
Custer County,Oklahoma,29152,26520,5000,17.151481888035125
Delaware County,Oklahoma,42433,24070,7690,18.122687530931113
Dewey County,Oklahoma,4922,28310,799,16.233238520926452
Ellis County,Oklahoma,4015,28195,634,15.790784557907845
Garfield County,Oklahoma,61898,28333,8279,13.375230217454522
Garvin County,Oklahoma,27835,24880,4166,14.966768456978624
Grady County,Oklahoma,55071,30242,6253,11.35443336783425
Grant County,Oklahoma,4397,28815,293,6.663634296110985
Greer County,Oklahoma,5861,18907,975,16.63538645282375
Harmon County,Oklahoma,2710,26045,383,14.132841328413285
Harper County,Oklahoma,3760,24130,554,14.73404255319149
Haskell County,Oklahoma,12687,22074,2391,18.846062899030503
Hughes County,Oklahoma,13372,20572,2465,18.43404128028717
Jackson County,Oklahoma,25063,25555,4204,16.77373019989626
Jefferson County,Oklahoma,6158,24313,1283,20.834686586554078
Johnston County,Oklahoma,11064,21197,2238,20.227765726681127
Kay County,Oklahoma,44402,26189,7517,16.929417593802082
Kingfisher County,Oklahoma,15694,31724,1865,11.883522365235121
Kiowa County,Oklahoma,8886,21482,2072,23.317578212919198
Latimer County,Oklahoma,10348,25240,1859,17.964824120603016
Le Flore County,Oklahoma,50026,20902,10082,20.153520169511854
Lincoln County,Oklahoma,34895,25255,4778,13.692506089697664
Logan County,Oklahoma,46683,31105,6302,13.499560867981922
Love County,Oklahoma,10063,22036,1491,14.81665507303985
McClain County,Oklahoma,39247,32259,3021,7.69740362320687
McCurtain County,Oklahoma,33016,20671,7392,22.389144657135933
McIntosh County,Oklahoma,19725,23268,4027,20.415716096324463
Major County,Oklahoma,7692,28609,942,12.246489859594384
Marshall County,Oklahoma,16505,22781,2755,16.691911541956983
Mayes County,Oklahoma,41044,24472,7317,17.827209823603937
Murray County,Oklahoma,13946,26943,2089,14.979205506955399
Muskogee County,Oklahoma,68736,23826,13641,19.845495810055866
Noble County,Oklahoma,11335,28011,1207,10.648434053815615
Nowata County,Oklahoma,10322,22930,1605,15.549312148808369
Okfuskee County,Oklahoma,12067,18437,2889,23.9413275876357
Oklahoma County,Oklahoma,787216,31609,123116,15.639417898010203
Okmulgee County,Oklahoma,38749,23431,7230,18.658546026994244
Osage County,Oklahoma,47226,25473,7136,15.110320586117817
Ottawa County,Oklahoma,31454,20814,6302,20.03560755388822
Pawnee County,Oklahoma,16412,24303,2567,15.6409943943456
Payne County,Oklahoma,81815,24057,19739,24.12638269266027
Pittsburg County,Oklahoma,44146,25524,7057,15.98559325873239
Pontotoc County,Oklahoma,38355,26187,5414,14.11549993481945
Pottawatomie County,Oklahoma,72154,24178,11177,15.490478698339663
Pushmataha County,Oklahoma,11128,22435,2244,20.16534867002157
Roger Mills County,Oklahoma,3667,30866,626,17.071175347695664
Rogers County,Oklahoma,91353,32148,8865,9.704114807395488
Seminole County,Oklahoma,24832,20666,4910,19.772873711340207
Sequoyah County,Oklahoma,41709,20384,8851,21.220839626939032
Stephens County,Oklahoma,43647,25769,6100,13.975760075148349
Texas County,Oklahoma,20805,22003,3988,19.16846911800048
Tillman County,Oklahoma,7413,21974,1402,18.912720895723726
Tulsa County,Oklahoma,646419,32044,95237,14.733013726391086
Wagoner County,Oklahoma,78958,29415,8116,10.278882443830897
Washington County,Oklahoma,51886,30847,6738,12.98616197047373
Washita County,Oklahoma,11225,26265,1583,14.102449888641425
Woods County,Oklahoma,9043,27427,1077,11.909764458697335
Woodward County,Oklahoma,20727,28915,2253,10.869879866840353
Baker County,Oregon,16019,28700,1921,11.99200948873213
Benton County,Oregon,91107,33817,16319,17.911905781114516
Clackamas County,Oregon,410463,41492,32603,7.942981462397341
Clatsop County,Oregon,39102,29757,3864,9.881847475832437
Columbia County,Oregon,51375,31883,5928,11.538686131386862
Coos County,Oregon,63686,27582,10111,15.876330747731055
Crook County,Oregon,23011,27007,3082,13.393594367911
Curry County,Oregon,22650,30021,2796,12.344370860927151
Deschutes County,Oregon,186251,35507,19976,10.725311541951452
Douglas County,Oregon,109114,26478,15801,14.481184815880638
Gilliam County,Oregon,1878,26482,194,10.33013844515442
Grant County,Oregon,7189,27367,1283,17.846710251773544
Harney County,Oregon,7267,26370,751,10.334388330810514
Hood River County,Oregon,23209,34926,1419,6.114007497091645
Jackson County,Oregon,216574,30250,33234,15.345332311357781
Jefferson County,Oregon,23607,23987,4017,17.01613928072182
Josephine County,Oregon,86251,25167,15384,17.836314941276044
Klamath County,Oregon,66921,25880,12853,19.206228239267194
Lake County,Oregon,7837,24241,1332,16.996299604440473
Lane County,Oregon,373340,29705,64457,17.264959554293675
Lincoln County,Oregon,48547,27861,7794,16.05454508002554
Linn County,Oregon,125048,27345,16376,13.095771223850042
Malheur County,Oregon,30412,18974,5808,19.097724582401685
Marion County,Oregon,339641,27338,46970,13.829308004628416
Morrow County,Oregon,11303,23682,1632,14.438644607626294
Multnomah County,Oregon,804606,39245,108947,13.540416054565837
Polk County,Oregon,83037,29440,10263,12.359550561797752
Sherman County,Oregon,1642,31615,220,13.398294762484774
Tillamook County,Oregon,26389,27659,3365,12.75152525673576
Umatilla County,Oregon,77129,24444,12926,16.758936327451412
Union County,Oregon,26337,27646,3573,13.566465428864335
Wallowa County,Oregon,7004,30485,941,13.4351798972016
Wasco County,Oregon,26130,27445,2969,11.362418675851512
Washington County,Oregon,589481,39679,52106,8.839301012246366
Wheeler County,Oregon,1415,21702,195,13.780918727915195
Yamhill County,Oregon,104831,31314,12117,11.558603848098366
Adams County,Pennsylvania,102470,31590,7622,7.438274616961062
Allegheny County,Pennsylvania,1221744,38709,138335,11.322748464490108
Armstrong County,Pennsylvania,65867,27715,7215,10.953891933745275
Beaver County,Pennsylvania,165833,31305,17994,10.850675076733822
Bedford County,Pennsylvania,48337,26078,5679,11.748763886877548
Berks County,Pennsylvania,418025,31571,48573,11.619639973685784
Blair County,Pennsylvania,123157,28119,17648,14.329676754061888
Bradford County,Pennsylvania,60963,28392,7643,12.537112674901168
Bucks County,Pennsylvania,626806,45849,36275,5.787277084137676
Butler County,Pennsylvania,186899,37811,14957,8.002718045575417
Cambria County,Pennsylvania,133009,26008,19466,14.635099880459219
Cameron County,Pennsylvania,4611,24528,698,15.13771416178703
Carbon County,Pennsylvania,63887,29202,7328,11.470252163977023
Centre County,Pennsylvania,161960,30753,26030,16.071869597431466
Chester County,Pennsylvania,519560,50927,32620,6.278389406420818
Clarion County,Pennsylvania,38715,25157,6107,15.77424770760687
Clearfield County,Pennsylvania,79908,24403,10777,13.4867597737398
Clinton County,Pennsylvania,38915,25794,5777,14.845175382243351
Columbia County,Pennsylvania,65715,26787,9150,13.923761698242409
Crawford County,Pennsylvania,85665,26582,10855,12.671452751999066
Cumberland County,Pennsylvania,249328,37500,16370,6.565648463068728
Dauphin County,Pennsylvania,275632,33639,33354,12.10091716491554
Delaware County,Pennsylvania,564554,40026,54356,9.628131232796154
Elk County,Pennsylvania,30340,29772,2836,9.34739617666447
Erie County,Pennsylvania,273835,28306,41793,15.26211039494586
Fayette County,Pennsylvania,131302,27368,21911,16.68748381593578
Forest County,Pennsylvania,7313,15245,654,8.942978257896895
Franklin County,Pennsylvania,154147,31221,14050,9.114676250591968
Fulton County,Pennsylvania,14506,27396,1624,11.195367434165172
Greene County,Pennsylvania,36870,27783,4482,12.156224572823433
Huntingdon County,Pennsylvania,45369,25746,4917,10.837796733452358
Indiana County,Pennsylvania,85032,26509,12898,15.16840718788221
Jefferson County,Pennsylvania,43846,25509,6511,14.84970122702185
Juniata County,Pennsylvania,24624,26239,2637,10.70906432748538
Lackawanna County,Pennsylvania,210652,29899,29788,14.140857907829027
Lancaster County,Pennsylvania,540999,32194,53659,9.91850262200115
Lawrence County,Pennsylvania,86727,28926,11670,13.45601715728666
Lebanon County,Pennsylvania,139729,29130,14715,10.531099485432517
Lehigh County,Pennsylvania,365052,33566,44387,12.159089663938289
Luzerne County,Pennsylvania,317663,28972,45053,14.182640093432347
Lycoming County,Pennsylvania,114330,27950,14691,12.849645762267123
McKean County,Pennsylvania,41401,27023,6172,14.907852467331706
Mercer County,Pennsylvania,111518,27639,14470,12.975483778403488
Mifflin County,Pennsylvania,46276,25469,6127,13.240124470567896
Monroe County,Pennsylvania,168032,29662,18550,11.039563892591888
Montgomery County,Pennsylvania,823823,48845,47517,5.7678651846331075
Montour County,Pennsylvania,18259,34575,1836,10.055315187031052
Northampton County,Pennsylvania,302809,35270,25000,8.25602937825494
Northumberland County,Pennsylvania,91761,26389,11552,12.58922635978248
Perry County,Pennsylvania,46053,30785,4223,9.169869498186872
Philadelphia County,Pennsylvania,1579075,27924,373727,23.667463546696645
Pike County,Pennsylvania,55453,34589,5248,9.463870304582258
Potter County,Pennsylvania,16806,24797,2229,13.26312031417351
Schuylkill County,Pennsylvania,142674,27431,16816,11.786310049483438
Snyder County,Pennsylvania,40483,27482,3983,9.838697724970976
Somerset County,Pennsylvania,74361,25781,8559,11.510065760277564
Sullivan County,Pennsylvania,6135,30375,782,12.746536267318664
Susquehanna County,Pennsylvania,40970,31309,4864,11.872101537710519
Tioga County,Pennsylvania,40944,26301,5340,13.042203985932005
Union County,Pennsylvania,45111,27079,4258,9.438939504777105
Venango County,Pennsylvania,51818,26969,6513,12.56899147014551
Warren County,Pennsylvania,39756,28230,4926,12.390582553576818
Washington County,Pennsylvania,207212,35537,18660,9.005269965059938
Wayne County,Pennsylvania,51422,27412,5455,10.608299949437985
Westmoreland County,Pennsylvania,352590,34274,34582,9.807992285657562
Wyoming County,Pennsylvania,27327,29584,2764,10.114538734584842
York County,Pennsylvania,445565,32623,41925,9.409401546351262
Bristol County,Rhode Island,48764,46566,3357,6.8841768517759
Kent County,Rhode Island,163869,39869,12331,7.524913192855269
Newport County,Rhode Island,82801,47594,6908,8.342894409487808
Providence County,Rhode Island,635737,31522,92879,14.60965776728427
Washington County,Rhode Island,126060,42869,10351,8.211169284467713
Abbeville County,South Carolina,24627,22646,4479,18.187355341698137
Aiken County,South Carolina,168301,28396,24721,14.688563941984897
Allendale County,South Carolina,9024,16985,1989,22.04122340425532
Anderson County,South Carolina,198064,27552,28417,14.347382664189354
Bamberg County,South Carolina,14376,18479,3156,21.953255425709518
Barnwell County,South Carolina,21346,20297,5878,27.536775039820107
Beaufort County,South Carolina,186095,38946,18508,9.945457965017868
Berkeley County,South Carolina,215044,29662,25080,11.662729487918751
Calhoun County,South Carolina,14663,26398,2990,20.391461501739073
Charleston County,South Carolina,401165,39914,53486,13.332668602694653
Cherokee County,South Carolina,56895,21152,10837,19.04736795852008
Chester County,South Carolina,32311,22324,6301,19.50109869703816
Chesterfield County,South Carolina,45953,21325,9366,20.381694339868996
Clarendon County,South Carolina,33957,22824,7452,21.945401537238272
Colleton County,South Carolina,37585,21377,8009,21.309032858853268
Darlington County,South Carolina,67027,23027,13123,19.578677249466633
Dillon County,South Carolina,30689,17605,9852,32.10270781061618
Dorchester County,South Carolina,158299,29853,18854,11.910372143854351
Edgefield County,South Carolina,26927,26228,3958,14.699001002711034
Fairfield County,South Carolina,22565,23380,4651,20.6115665854199
Florence County,South Carolina,138475,26127,24885,17.97075284347355
Georgetown County,South Carolina,61952,31382,10968,17.704028925619834
Greenville County,South Carolina,507003,32679,56715,11.186324341276087
Greenwood County,South Carolina,70411,24752,14105,20.032381304057605
Hampton County,South Carolina,19564,18424,3724,19.03496217542425
Horry County,South Carolina,332172,28202,49007,14.75350119817444
Jasper County,South Carolina,28657,24566,4960,17.308162054646335
Kershaw County,South Carolina,65112,25442,9676,14.860547978867183
Lancaster County,South Carolina,92308,30742,12058,13.062789790700698
Laurens County,South Carolina,66846,23004,13109,19.61074709032702
Lee County,South Carolina,17365,19300,3977,22.902389864670315
Lexington County,South Carolina,290278,31671,35934,12.379167556618139
McCormick County,South Carolina,9531,25617,1281,13.440352533836952
Marion County,South Carolina,31308,20160,6973,22.272262680465058
Marlboro County,South Carolina,26753,17456,6298,23.54128508952267
Newberry County,South Carolina,38194,24959,6539,17.120490129339686
Oconee County,South Carolina,77528,29844,13436,17.330512846971416
Orangeburg County,South Carolina,87687,20716,20037,22.850593588559306
Pickens County,South Carolina,124029,26061,19466,15.694716558224286
Richland County,South Carolina,411357,30175,61868,15.039977440520037
Saluda County,South Carolina,20303,22814,3014,14.845096783726545
Spartanburg County,South Carolina,307617,27240,41995,13.651716257554035
Sumter County,South Carolina,106757,23460,19491,18.257350806036136
Union County,South Carolina,27490,23470,5834,21.22226264096035
Williamsburg County,South Carolina,31324,18257,7828,24.9904226790959
York County,South Carolina,265872,34010,27365,10.292546789432508
Aurora County,South Dakota,2763,37086,140,5.066956207021354
Beadle County,South Dakota,18346,27655,2910,15.861768232857298
Bennett County,South Dakota,3425,17793,1193,34.832116788321166
Bon Homme County,South Dakota,6929,24131,578,8.34175205657382
Brookings County,South Dakota,34601,28330,4564,13.19037022051386
Brown County,South Dakota,38915,33122,3950,10.150327637157908
Brule County,South Dakota,5258,31874,683,12.98972993533663
Buffalo County,South Dakota,2026,11995,794,39.190523198420536
Butte County,South Dakota,10225,26961,1125,11.00244498777506
Campbell County,South Dakota,1485,32684,59,3.9730639730639727
Charles Mix County,South Dakota,9349,22347,1716,18.354904267836133
